155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;multifuncional epson ecotank l3250 wi-fi - tanque de tinta;3831314107;Impresao;https://m.media-amazon.com/images/I/61minrTDZmL._AC_SX569_.jpg;1281.9;De Tinta Adaptavel;2;14;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;3;10;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in;3060874906;TV;https://a-static.mlcdn.com.br/618x463/smart-tv-hd-led-32-samsung-32t4300a-wi-fi-hdr-2-hdmi-1-usb/magazineluiza/225608200/68c09354fe4378c245e4e5ba097eaf4d.jpg;3999.99;;2;0;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in;3060874906;TV;https://a-static.mlcdn.com.br/618x463/smart-tv-hd-led-32-samsung-32t4300a-wi-fi-hdr-2-hdmi-1-usb/magazineluiza/225608200/68c09354fe4378c245e4e5ba097eaf4d.jpg;3999.99;;3;15;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;modelador de cachos curves 1 1/4  - 31,75mm - taiff;132966721;Beleza;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSKxRnLqayeLagXoa_iZT4xWJ5P4qupsUo0yKGZRJ-e49XDFUy8EVtjBQS9ixIkb03Pcc&usqp=CAU;224.9;;5;20;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;5;13;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;10;12;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;9;10;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
155458d4ed1d4e01808f35fb82580672;13-2-2008 09:22;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;2;25;['-15.7537932|-47.8454895', '11 - St. de Habitaçoes Individuais Norte QL 12 - St. Hab Ind Norte, Brasilia - DF, 71525-265, Brasil']
315e77f33b744fa1b0075cd53a8352fa;13-2-2008 01:35;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;9;16;['-23.7014256|-46.8026572', 'Av. Soldado-Policia Militar Gilberto Augustinho, 1684 - Jardim Valo Velho, Itapecerica da Serra - SP, 06856-700, Brasil']
315e77f33b744fa1b0075cd53a8352fa;13-2-2008 01:35;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;9;19;['-23.7014256|-46.8026572', 'Av. Soldado-Policia Militar Gilberto Augustinho, 1684 - Jardim Valo Velho, Itapecerica da Serra - SP, 06856-700, Brasil']
