9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in;3060874906;TV;https://a-static.mlcdn.com.br/618x463/smart-tv-hd-led-32-samsung-32t4300a-wi-fi-hdr-2-hdmi-1-usb/magazineluiza/225608200/68c09354fe4378c245e4e5ba097eaf4d.jpg;3999.99;;8;14;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;modelador de cachos curves 1 1/4  - 31,75mm - taiff;132966721;Beleza;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSKxRnLqayeLagXoa_iZT4xWJ5P4qupsUo0yKGZRJ-e49XDFUy8EVtjBQS9ixIkb03Pcc&usqp=CAU;224.9;;8;3;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;1;10;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in;3060874906;TV;https://a-static.mlcdn.com.br/618x463/smart-tv-hd-led-32-samsung-32t4300a-wi-fi-hdr-2-hdmi-1-usb/magazineluiza/225608200/68c09354fe4378c245e4e5ba097eaf4d.jpg;3999.99;;2;18;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in;3060874906;TV;https://a-static.mlcdn.com.br/618x463/smart-tv-hd-led-32-samsung-32t4300a-wi-fi-hdr-2-hdmi-1-usb/magazineluiza/225608200/68c09354fe4378c245e4e5ba097eaf4d.jpg;3999.99;;3;17;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;9;15;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;8;8;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;1;24;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;4;14;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
9b3169c080f24a3fb264cb48f0993c24;14-6-2008 05:30;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;6;15;['-23.66307300|-46.86151320', 'R. Marquês de Paranaguá, 95 - Vila Engenho Velho, Embu das Artes - SP, 06843-400, Brasil']
