9ee6fe3e6ab842999fb9153c26dc5242;15-12-2003 05:19;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;2;18;['-23.65029500|-46.77721167', 'R. José Ramos Fernandes, 711 - Jardim Boa Esperanca, São Paulo - SP, 05796-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;2;24;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;10;12;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in;3060874906;TV;https://a-static.mlcdn.com.br/618x463/smart-tv-hd-led-32-samsung-32t4300a-wi-fi-hdr-2-hdmi-1-usb/magazineluiza/225608200/68c09354fe4378c245e4e5ba097eaf4d.jpg;3999.99;;1;6;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;2;4;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;5;4;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;7;9;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;notebook compaq presario 420 intel pentium-n3700 4gb 120gb w10 14,1'' cinza;3252219113;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;1499.99;;9;23;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;notebook gamer asus, intel coret i5 9300h, 8gb, 256gb ssd, 15,6 full hd 120hz, nvidia gtx 1650, preto - x571gt-al887t;2810589401;INFORMATICA;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOGZIsUsLDdkF1yEZ8lNIiIwQSOI5All-KXhbGx7K4w_ErW1lv_LBUPG6YnL4JhOYPi6o&usqp=CAU;4953.87;;2;7;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
80d7285d33d34a698a7d271754046012;15-12-2003 05:54;smart tv 70 uhd samsung 4k 70au7700 processador crystal 4k tela sem limites visual livre de cabos alexa built in;3060874906;TV;https://a-static.mlcdn.com.br/618x463/smart-tv-hd-led-32-samsung-32t4300a-wi-fi-hdr-2-hdmi-1-usb/magazineluiza/225608200/68c09354fe4378c245e4e5ba097eaf4d.jpg;3999.99;;10;7;['-23.75786|-46.71575167000003', 'R. Cel. Naul de Azevedo, 162 - Jardim Cruzeiro, Sao Paulo - SP, 04803-070, Brasil']
